region,port_complex_group,port_complex,year,category,comm_name_orig,comm_name,sci_name,landings_n
Southern,San Diego,San Diego-Mission Bay,2017,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,1274
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,39
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,18634
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,7460
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,3441
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,1070
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,25183
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,1466
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,1247
Northern,Fort Bragg,Fort Bragg-Eureka-Crescent City,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,8259
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,0
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,530
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,0
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,1938
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,209
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,10
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,36118
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,14043
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,5786
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,4259
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,69350
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,352
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,798
Northern,Bodega Bay,Princeton-Bodega Bay,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,7000
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,0
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,462
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,1
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,13013
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,34
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,169
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,45418
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,11016
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,4123
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,1135
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,85031
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,59
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,333
Northern,San Francisco,San Francisco-SF Bay-Delta,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,11698
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,165
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,9
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,2
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,50861
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,6469
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,3950
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,6485
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,67506
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,27
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,79
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,8239
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,13
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,44
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,47
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,14
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,12
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,80753
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,7315
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,18330
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,10150
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,146212
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,208
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,3
Northern,Morro Bay,Avila Beach-Morro Bay,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,7227
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,1012
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,7487
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,3631
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,16202
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,160757
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,5
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,1451
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,33092
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,1489
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,194
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,62349
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,1091
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,266151
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,263
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,2
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,13983
Southern,Los Angeles,Newport Beach,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,3247
Southern,Los Angeles,Newport Beach,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,1820
Southern,Los Angeles,Newport Beach,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,12138
Southern,Los Angeles,Newport Beach,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,9505
Southern,Los Angeles,Newport Beach,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,42057
Southern,Los Angeles,Newport Beach,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Newport Beach,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Southern,Los Angeles,Newport Beach,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,58
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,9
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,29239
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,3
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,274
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,0
Southern,Los Angeles,Newport Beach,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,63133
Southern,Los Angeles,Newport Beach,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,4
Southern,Los Angeles,Newport Beach,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,26
Southern,Los Angeles,Newport Beach,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,164
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,4946
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,2634
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,3273
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,20076
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,11284
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,28
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,28
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,43
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,12251
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,2
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,575
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,22
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,38798
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,0
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,0
Southern,Los Angeles,Oceanside-Dana Harbor,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,97
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,4973
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,919
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,7837
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,6578
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,36627
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,35
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,348
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,22643
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,5
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,308
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,8
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,143708
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,2
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,0
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,261
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,4308
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,14662
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,29768
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,31962
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,129544
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,82
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,1020
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,895
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,45866
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,68
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,3252
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,105
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,152481
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,85
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,0
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2018,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,1642
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,6648
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,1741
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,7579
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,21403
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,10921
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,12
Southern,San Diego,San Diego-Mission Bay,2018,Other species,"Seabass, white",White seabass,Atractoscion nobilis,61
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,287
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,2461
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,23
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,723
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,309
Southern,San Diego,San Diego-Mission Bay,2018,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,57881
Southern,San Diego,San Diego-Mission Bay,2018,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,7
Southern,San Diego,San Diego-Mission Bay,2018,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,13
